,skill_info_processed
2628,"intelligent gerät installieren -- installation vernetzt gerät thermostat -- sensor raumluftqualität -- bewegungsmelder -- elektronisch heizkörperthermostat -- glühbirne -- lichtschalter -- relaisschalter haustechnik -- steckdose -- energiezähler -- fenster türkontaktsensor -- überflutungssensoren -- ec-motor sonnenschutz automatisch tür -- rauch co-sensore -- kamera -- türschloß -- türklingel lifestyle-geräte -- vernetzung gerät domotiksystem entsprechend sensor -- 
	 "
2629,koreanisch schreiben -- verfassen schriftlich text koreanisch sprache -- 
2630,qualitätsstandard sozial dienst anwenden -- anwenden qualitätsstandard sozial dienst wahrung wert grundsatz sozial arbeit -- 
2631,hängeplan berechnen -- berechnung richtig datum -- bestimmen -- rigging aufführung arbeiten -- 
2632,nebenwirkung menopause ansprechen -- ansprechen nebenwirkung menopause -- müdigkeit -- veränderung körpertemperatur -- stimmungsschwankung -- depression gewichtszunahme -- suche symptom gesundheitsproblem -- menopause verursachen -- herzerkrankung -- sehstörung osteoporose -- 
2633,meteorologisch instrument vorhersage meteorologisch bedingung nutzen -- nutzung meteorologisch datum werkzeug -- wetterfaxgerät -- wetterdiagrammen computerterminal -- vorhersage wetterverhältniss -- 
2634,musik studieren -- studieren original-musikstück -- musiktheorie -geschichte vertraut -- 
2635,landwirtschaftlich rohstoff -- saate futtermittel -- angeboten landwirtschaftlich rohstoff -- saate futtermittel -- funktion eigenschaft rechtlich regulatorisch auflage -- 
2636,produktpreis festlegen -- festlegen wettbewerbsfähig preis anpassen preis -- absatz steigern -- entfernen stagnierend position geschäftsbestand -- 
2637,"verwertbar gestein verwalten -- transportieren gesammelt schutt abfall benannt sammelstelle entsorgung gesetzlich organisatorisch anforderung -- 
	 "
2638,innovationsprozeß -- technik -- modell -- methode strategie -- förderung innovationsschritten beitragen -- 
2639,werbeplakat aufhängen -- sammeln werbeplakat aufhängen jeweilig werbefläche -- professionelles anbringen plakat falte -- abdruck überlappung -- 
2640,wassertank installieren -- einrichtung verschieden wasserbehälter -- oberhalb erde vorbereitet loch -- anschluss entsprechend rohr pumpe erforderlichenfalls schutz umgebung -- 
2641,kunde kundin kommunikation unterrichten -- beratung kunde mündlich nichtmündlich kommunikation vermittlung angemessen verhaltensregeln unterschiedlich situation -- unterstützung kunde erlernen wirksamer -- klarerer diplomatischerer kommunikationsfähigkeite -- 
2642,lackierarbeit überwachen -- überwachen laufend malerarbeit -- mangel verhindern -- 
2643,säuberung muschel organisieren -- plane überwachen reinigung muschel unreinheite -- 
2644,schweißausrüstung bedienen -- einsatz schweißgerat schmelzen zusammenfügen metall stahlteile -- tragen schutzkleidung arbeitsprozeß -- 
2645,schutz geparkt fahrzeug sicherstellen -- sicherstelle schutz sicherheit geparkt kraftfahrzeug -- 
2646,inkassotechnik -- technik grundsatz einziehung überfällig schuld kunde -- 
2647,minenräumung -- vorschrift verfahren aufspüren landmin verfahren räumung entschärfung -- 
2648,klinisch studie assistieren -- arbeit wissenschaftler klinisch studie ziel -- medizinisch methode prävention -- erkennung -- diagnose behandlung krankheit verbessern -- 
2649,kernreaktor instand halten -- reparatur routinemäßig wartung gerät -- nuklear kettenreaktion stromerzeugung kontrollieren -- sicherstelle -- ausrüstung sicher rechtsvorschrift einhalten -- 
2650,ansatz musiktherapie überprüfen -- verändern überarbeiten behandlungsplan bedarf grundlage reaktion patient therapie -- 
2651,aufzeichnung fahrzeugbetrieb führen -- führen aktuell aufzeichnung fahrgast -- kilometerstand -- kraftstoffverbrauch -- reiseziel zweck reise -- 
2652,abteilungszeitplan personal bereitstellen -- führen personal pause mittagessen -- einplan arbeitszeit -- halten abteilung zugewiesen dienstzeit -- 
2653,verfahren reinigung beleuchtungsanlag flughafen anwenden -- befolgen reinigungsverfahren beleuchtungsanlag flughafen -- wobei grad verschmutzung variieren -- befolgen verfahren reinigung staub verschmutzt beleuchtung beleuchtung -- stark gummiablagerung verschmutzen -- 
2654,teil musikinstrument entwerfen -- entwickeln entwerfen teil -- taste -- rohrblätter bogen -- musikinstrument -- 
2655,präzisionsmechanik -- präzision feinmechanik teilgebiet ingenieurwesen -- entwurf entwicklung klein präzisionsmaschin ausrichten -- 
2656,zellstoffschlamm verdichten -- messung gewicht konzentration zellstoffschlamm verarbeitung lagerung verwendung scheibenfilter berechnung schlammdichte spezifisch formel -- 
2657,baumstamm trennen stapeln -- stapel trennen stämm -- extrahieren erleichtern -- einschließlich entfernung buschwerk nutzholzzone -- 
2658,montagezeichnung lesen -- lesen interpretieren zeichnung -- teil unterbaugruppe bestimmt produkt aufführen -- zeichnung enthalten verschieden komponente material anweisung montage produkt -- 
2659,vorschrift buchhaltung -- methode vorschrift verbindung genau buchführung -- 
2660,körperbewegung harmonisieren -- harmonisierung körperbewegung rhythmus -- melodie -- ästhetisch dramatisch konzept -- dramatisch geschwindigkeit usw. 
2661,individuell fallmanagement anwenden -- bewertung -- planung -- erleichterung -- koordinierung einsatz option dienstleistung name person -- 
2662,chemikalie mischen -- sicheres mischen chemikalie rezeptur -- wobei richtig dosierung verwenden -- 
2663,funknavigationsinstrument bedienen -- bedienen funknavigationsinstrument -- position luftfahrzeug luftraum ermitteln -- 
2664,openedge advanced business language -- technik grundsatz softwareentwicklung analyse -- algorithm -- programmierung -- teste kompilier programmierparadigm openedge advanced business language -- 
2665,namenszug aufnähen -- öffnen namenszug platzieren arm maschine -- wodurch namenszug freigeben -- befestigen vorsatzblätter buchbinderlein letzter namenszug buch -- fähigkeit umfassen anwendung klebstoff umschlag buch binden buch -- 
2666,vortrag halten -- präsentation vorträg verschieden gruppe -- 
2667,bewegung fahrgast beaufsichtigen -- überwachung ein ausschiffung reisend -- sicherstelle -- sicherheitsvorschrift gemäß spezifikation einhalten -- 
2668,brand löschen -- auswahl geeignet stoff methode löschen brand größe -- z. b. wasser verschieden chemisch stoff -- verwenden atemschutzgerät -- 
2669,gastrocknungsverfahr -- verfahren -- erdgas wasser entziehen -- z. b. absorptionsverfahr verwendung glykol aktiviert aluminiumoxid -- 
2670,talent erkennen -- erkennen talent einbeziehung bestimmt sport -- 
2671,szenenkontinuität prüfen -- sicherstelle -- szene aufnahme verbal visuell sinnvoll -- sicherstelle -- drehbuch verlaufen -- 
2672,standseilbahne kabelbah bedienen -- bedienen standseilbahne kabelbahn -- z. b. standseilbahne -- cabal linern untergrundbah -- überwachung verkehr system -- reibungslos beförderung fahrzeug gesamt infrastruktur sicherstellen -- 
2673,repertoire gestalten -- sortieren ordnen sammlung gesamtheit -- teil organisationsprinzipi auffinden lassen -- 
2674,radiologie -- radiologie eu-richtlinie 2005 -- 36 -- eg genannt medizinisch fachgebiet -- 
2675,"auswahlkriterie casting festlegen -- kurz beschreibung physisch merkmal -- fähigkeit erfahrung -- schauspieler erwarten -- 
	 "
2676,belastend arbeitsbedingung bewältigen -- bewältigung belastend umstand -- arbeit verrichten -- nachtarbeit -- schichtarbeit atypisch arbeitsbedingung -- 
2677,weinsort -- vielfalt wein -- einschließlich verschieden sorte -- region besonderer merkmal -- prozess wein rebsorte -- fermentierungsverfahr art kultur -- endprodukt führen -- 
2678,stärkehaltig pflanzlich lebensmittel -- verschieden stärkehaltig pflanzlich lebensmittel -- mehl liefern -- z. b. gerste -- hafer -- erdnüß -- kartoffel -- sojabohne -- reis -- buchweizen -- mais -- limabohn -- roggen kichererbse -- 
2679,gesetzlich zulässig beweis analysieren -- analysieren beweis -- beweismittel strafsach -- rechtsdokumentation bezug fall anderer dokumentation -- beweismittel ansehen -- klar bild fall erhalten beschluß gelangen -- 
2680,"aktivität weinbergböde beaufsichtigen -- überwachen anwendung herbizide spalier weinberg mähen rebzeile -- 
	 "
2681,"nachhaltig installationsmaterialie -- art installationsmaterialie -- gesamt lebenszyklus negativ auswirkung gebäude bau äußerer umwelt minimieren -- 
	 "
2682,finnisch sprechen -- mündliches kommunizieren finnisch sprache -- 
2683,mechanisch verarbeitung mandel -- mechanische verarbeitung mandel aufbrechen -- selektion kern entsorgung schalenabfälle -- 
2684,historisch forschung betreiben -- einsatz wissenschaftlich methode erforschung geschichte kultur -- 
2685,"leistungsorientierung öffentlich verwaltung entwickeln -- konzentration bemühung priorisierung arbeit -- einklang richtlinie grundsatz öffentlich dienst preis-leistungs-verhältnis erzielen -- kosteneinsparung strategisch nachhaltig ziel erreichen -- ineffizienz proaktiv erkennen -- hindernis überwinden ansatz anpassen -- durchgängig nachhaltig leistungsstark beschaffungsergebnis erzielen -- 
    "
2686,"solarwärmeanlag planen -- entwerfen solarthermisch energiesystem -- genau berechnung heizbedarf gebäude warmwasserbedarf -- richtig leistung -- kw -- liter -- wählen -- erstellung detailliert entwurf anlage -- prinzip automatisierungsstrategie verwendung verfügbar produkt konzept -- bestimmung berechnung extern heizung -- 
	 "
2687,zusätzlich produkt verkaufen -- überzeug kunde kauf zusätzlich teur produkt -- 
2688,metallfügeverfahr -- verschieden technologie -- verbindung zusammenbau gefertigt metallisch werkstück verwenden -- 
2689,naturdünger -- zusammensetzung einwirkung natürlich -- organisch düngemittel mineralisch düngemittel düngemittel tierisch pflanzlich ausgangsstoff -- 
2690,honigsort -- honigsort -- beruhen -- verarbeiten -- beispiel -- wabenhonig -- schleuderhonig -- honig wabenteile -- extrahiert honig -- presshonig -- kristallisierter granuliert honig cremehonig -- 
2691,entsorgung eingesammelt abfall -- verfahren -- eingesammelt abfall sicher vorgesehen ort entsorgen -- 
2692,leitung reinigen -- reinige leitung -- wasser stoff pumpen leitung manuell geeignet maschine reinigen -- 
2693,auftrag landwirtschaftlich produkt annehmen -- zusammenstellung vorbereitung kundenaufträg grundlage wissen landwirtschaftlich produkt -- 
2694,speziell anforderung trocknungsraum umsetzen -- einrichtung trocknungsräum entsprechend trocknungsverfahren -- luftbedingung -- feuchtigkeit luft produktanforderung -- 
2695,mensch überschwemmt gebiet evakuieren -- evakuierung mensch gebiet -- stark überschwemmung hochwasserschaden betreffen -- sicherstelle -- sicher ort erreichen -- erforderlichenfalls zugang medizinisch versorgung -- 
2696,allgemein führung unternehmen berichten -- vorbereitung präsentation regelmäßig bericht betrieb -- leistung erzielt ergebnis bestimmt zeitraum vorgesetzter direktor -- 
2697,"beratung installation elektrisch haushaltsgerät leisten -- ausführlich beratung kunde installation -- ordnungsgemäße verwendung instandhaltung elektrisch haushaltsgerät -- z. b. waschmaschin -- trockner geschirrspüler -- 
	 "
2698,videotelemetrie verwenden -- aufzeichnen hirnwell mehrere kombination videobilder kamera -- entscheiden -- epilepsiechirurgie durchführbar -- 
2699,politikwissenschaft -- regierungssystem -- methodik analyse politisch handeln politisch verhalten theorie praxis einflussnahme mensch erlangung regierungsgewalt -- 
2700,veränderung gesundheitsdienstleistunge anleiten -- ermittlung anleit änderung gesundheitswesen reaktion bedürfnis patient nachfrage dienstleistung -- kontinuierlich qualitätsverbesserung dienstleistung sicherstellen -- 
2701,aktivität patient -- patientin analysieren -- analyse aktivität patient verknüpfung anforderung fähigkeitsanalysen -- verstehen aktivität -- anforderung kontext -- 
2702,schriftlich unterlage bearbeiten -- bearbeitung arbeitsbezogen schriftlich unterlage -- sicherstellen -- relevant anforderung erfüllen -- 
2703,industrie orthopädisch artikel -- merkmal hilfsmittel lieferant bereich orthopädisch artikel -- 
2704,oberfläche bauarbeit schützen -- abdecken fußböde -- decke -- fußleiste oberfläche verschieden material -- kunststoff textilie -- ausführung bauarbeit renovierungsarbeit -- maler verputzarbeit -- beschädigung farbe schützen -- 
2705,färbetechnik -- färben textilie verwendet prozeß -- verschieden färbetechnik anwenden -- zusatz farbe textilie verwendung farbstoff -- 
2706,zusammenhang lebensmittelkonservierung beraten -- beratung inhaltsstoff -- prozeß technologie -- konservierung lebensmittel eintreffen verbraucher ermöglichen -- 
2707,erstangriff brand durchführen -- eingreifen brand -- brand löschen auswirkung ankunft notdienste ausbildung entsprechend verfahren begrenzen -- 
2708,problemlösungsstrategie sozial dienst umsetzen -- systematisch anwendung schrittweise ausgeführt problemlösungsverfahren erbringung sozial dienstleistung -- 
2709,zwei-wege-funksystem bedienen -- nutzen funkgerät -- akustisch signal empfangen übertragen -- ähnlich funkgerät frequenz kommunizieren -- mobiltelefon walkie-talkies -- 
2710,"aquaponik -- grundsatz technik kombination hydroponik aquakultur nachhaltig erzeugung lebensmittel -- rückführung wasser fischzucht pflanzenanbaukompartiment beruhen -- 
    "
2711,jagdbewirtschaftungsplan verwalten -- entwickeln -- verwalten überwach jagdbewirtschaftungsplan -- sicherstellen -- genügend wildtier -- z. b. hirsche -- fasan -- rebhühner raufußhühner -- vorhanden -- 
2712,beziehung konkurrent sportwettkämpf herstellen -- aufbau pflege beziehung konkurrent vertreter einhaltung wettbewerbsregel -- 
2713,qualität obst gemüse überprüfen -- prüfen obst gemüse lieferant -- sicherstelle hoch qualität hoch frische -- 
2714,gynäkologisch erkrankung diagnostizieren -- identifizierung diagnose häufig gynäkologisch erkrankung -- eierstockzyst -- beckenentzündung -- uterusmyom -- gebärmutterhals -- eierstock brustkrebs -- 
2715,mittlerer unternehmen leiten -- leiten organisatorisch -- finanziell täglich betrieb mittlerer unternehmen -- 
2716,modern sprache -- humansprachen -- aktiv verwenden -- 
2717,arzneimittelsicherheit verbessern -- verbesserung wirksamkeit sicherheit arzneimittel förderung evidenzbasiert medizin entwicklung leitlinie pflegeprotokolle -- 
